x,y,Hour,Weekday,mean,std,upper_threshold,lower_threshold,deviation_type
2025-03-22 15:00:00,40,15,5,238.94117647058823,333.5591159352858,906.0594083411597,-428.1770553999833,Normal
2025-03-22 16:00:00,40,16,5,48.470588235294116,7.795171959767978,64.06093215483007,32.88024431575816,Normal
2025-03-22 17:00:00,39,17,5,293.70588235294116,576.1272390611603,1445.9603604752617,-858.5485957693793,Normal
2025-03-22 18:00:00,40,18,5,617.7058823529412,790.6293193325398,2198.9645210180206,-963.5527563121384,Normal
2025-03-22 19:00:00,39,19,5,117.94117647058823,296.9592713210507,711.8597191126896,-475.9773661715132,Normal
2025-03-22 20:00:00,37,20,5,42.588235294117645,4.730999148295893,52.05023359070943,33.12623699752586,Normal
2025-03-22 21:00:00,33,21,5,33.294117647058826,2.6164075055874076,38.52693265823364,28.06130263588401,Normal
2025-03-22 22:00:00,33,22,5,30.764705882352942,2.7048431508293116,36.174392184011566,25.355019580694318,Normal
2025-03-22 23:00:00,32,23,5,31.0,2.2211108331943574,35.44222166638872,26.557778333611285,Normal
2025-03-23 00:00:00,33,0,6,30.375,2.7537852736430515,35.8825705472861,24.867429452713896,Normal
2025-03-23 01:00:00,33,1,6,30.75,2.9776948578836393,36.70538971576728,24.79461028423272,Normal
2025-03-23 02:00:00,35,2,6,32.0,3.5856858280031796,39.17137165600636,24.828628343993643,Normal
2025-03-23 03:00:00,33,3,6,32.1875,3.3509948771471856,38.889489754294374,25.48551024570563,Normal
2025-03-23 04:00:00,34,4,6,31.125,2.986078811194819,37.09715762238964,25.152842377610362,Normal
2025-03-23 05:00:00,34,5,6,31.125,3.2223180062391936,37.569636012478384,24.680363987521613,Normal
2025-03-23 06:00:00,33,6,6,31.625,2.362907813126304,36.35081562625261,26.899184373747392,Normal
2025-03-23 07:00:00,35,7,6,38.5625,3.9994791327538306,46.56145826550766,30.56354173449234,Normal
2025-03-23 08:00:00,38,8,6,48.0,7.097534783289195,62.19506956657839,33.80493043342161,Normal
2025-03-23 09:00:00,43,9,6,48.35294117647059,6.363383302836906,61.079707782144396,35.62617457079678,Normal
2025-03-23 10:00:00,45,10,6,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-23 11:00:00,46,11,6,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-23 12:00:00,45,12,6,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-23 13:00:00,45,13,6,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
2025-03-23 14:00:00,41,14,6,49.8235294117647,7.576569920795681,64.97666925335606,34.67038957017334,Normal
2025-03-23 15:00:00,38,15,6,238.94117647058823,333.5591159352858,906.0594083411597,-428.1770553999833,Normal
2025-03-23 16:00:00,38,16,6,48.470588235294116,7.795171959767978,64.06093215483007,32.88024431575816,Normal
2025-03-23 17:00:00,40,17,6,293.70588235294116,576.1272390611603,1445.9603604752617,-858.5485957693793,Normal
2025-03-23 18:00:00,40,18,6,617.7058823529412,790.6293193325398,2198.9645210180206,-963.5527563121384,Normal
2025-03-23 19:00:00,38,19,6,117.94117647058823,296.9592713210507,711.8597191126896,-475.9773661715132,Normal
2025-03-23 20:00:00,38,20,6,42.588235294117645,4.730999148295893,52.05023359070943,33.12623699752586,Normal
2025-03-23 21:00:00,32,21,6,33.294117647058826,2.6164075055874076,38.52693265823364,28.06130263588401,Normal
2025-03-23 22:00:00,32,22,6,30.764705882352942,2.7048431508293116,36.174392184011566,25.355019580694318,Normal
2025-03-23 23:00:00,32,23,6,31.0,2.2211108331943574,35.44222166638872,26.557778333611285,Normal
2025-03-24 00:00:00,32,0,0,30.375,2.7537852736430515,35.8825705472861,24.867429452713896,Normal
2025-03-24 01:00:00,32,1,0,30.75,2.9776948578836393,36.70538971576728,24.79461028423272,Normal
2025-03-24 02:00:00,35,2,0,32.0,3.5856858280031796,39.17137165600636,24.828628343993643,Normal
2025-03-24 03:00:00,33,3,0,32.1875,3.3509948771471856,38.889489754294374,25.48551024570563,Normal
2025-03-24 04:00:00,33,4,0,31.125,2.986078811194819,37.09715762238964,25.152842377610362,Normal
2025-03-24 05:00:00,34,5,0,31.125,3.2223180062391936,37.569636012478384,24.680363987521613,Normal
2025-03-24 06:00:00,31,6,0,31.625,2.362907813126304,36.35081562625261,26.899184373747392,Normal
2025-03-24 07:00:00,39,7,0,38.5625,3.9994791327538306,46.56145826550766,30.56354173449234,Normal
2025-03-24 08:00:00,48,8,0,48.0,7.097534783289195,62.19506956657839,33.80493043342161,Normal
2025-03-24 09:00:00,50,9,0,48.35294117647059,6.363383302836906,61.079707782144396,35.62617457079678,Normal
2025-03-24 10:00:00,54,10,0,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-24 11:00:00,53,11,0,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-24 12:00:00,52,12,0,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-24 13:00:00,51,13,0,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
2025-03-24 14:00:00,53,14,0,49.8235294117647,7.576569920795681,64.97666925335606,34.67038957017334,Normal
2025-03-24 15:00:00,53,15,0,238.94117647058823,333.5591159352858,906.0594083411597,-428.1770553999833,Normal
2025-03-24 16:00:00,53,16,0,48.470588235294116,7.795171959767978,64.06093215483007,32.88024431575816,Normal
2025-03-24 17:00:00,1085,17,0,293.70588235294116,576.1272390611603,1445.9603604752617,-858.5485957693793,Normal
2025-03-24 18:00:00,51,18,0,617.7058823529412,790.6293193325398,2198.9645210180206,-963.5527563121384,Normal
2025-03-24 19:00:00,49,19,0,117.94117647058823,296.9592713210507,711.8597191126896,-475.9773661715132,Normal
2025-03-24 20:00:00,44,20,0,42.588235294117645,4.730999148295893,52.05023359070943,33.12623699752586,Normal
2025-03-24 21:00:00,34,21,0,33.294117647058826,2.6164075055874076,38.52693265823364,28.06130263588401,Normal
2025-03-24 22:00:00,29,22,0,30.764705882352942,2.7048431508293116,36.174392184011566,25.355019580694318,Normal
2025-03-24 23:00:00,31,23,0,31.0,2.2211108331943574,35.44222166638872,26.557778333611285,Normal
2025-03-25 00:00:00,30,0,1,30.375,2.7537852736430515,35.8825705472861,24.867429452713896,Normal
2025-03-25 01:00:00,31,1,1,30.75,2.9776948578836393,36.70538971576728,24.79461028423272,Normal
2025-03-25 02:00:00,32,2,1,32.0,3.5856858280031796,39.17137165600636,24.828628343993643,Normal
2025-03-25 03:00:00,32,3,1,32.1875,3.3509948771471856,38.889489754294374,25.48551024570563,Normal
2025-03-25 04:00:00,31,4,1,31.125,2.986078811194819,37.09715762238964,25.152842377610362,Normal
2025-03-25 05:00:00,31,5,1,31.125,3.2223180062391936,37.569636012478384,24.680363987521613,Normal
2025-03-25 06:00:00,31,6,1,31.625,2.362907813126304,36.35081562625261,26.899184373747392,Normal
2025-03-25 07:00:00,40,7,1,38.5625,3.9994791327538306,46.56145826550766,30.56354173449234,Normal
2025-03-25 08:00:00,52,8,1,48.0,7.097534783289195,62.19506956657839,33.80493043342161,Normal
2025-03-25 09:00:00,49,9,1,48.35294117647059,6.363383302836906,61.079707782144396,35.62617457079678,Normal
2025-03-25 10:00:00,54,10,1,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-25 11:00:00,49,11,1,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-25 12:00:00,51,12,1,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-25 13:00:00,55,13,1,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
2025-03-25 14:00:00,56,14,1,49.8235294117647,7.576569920795681,64.97666925335606,34.67038957017334,Normal
2025-03-25 15:00:00,51,15,1,238.94117647058823,333.5591159352858,906.0594083411597,-428.1770553999833,Normal
2025-03-25 16:00:00,54,16,1,48.470588235294116,7.795171959767978,64.06093215483007,32.88024431575816,Normal
2025-03-25 17:00:00,53,17,1,293.70588235294116,576.1272390611603,1445.9603604752617,-858.5485957693793,Normal
2025-03-25 18:00:00,2092,18,1,617.7058823529412,790.6293193325398,2198.9645210180206,-963.5527563121384,Normal
2025-03-25 19:00:00,51,19,1,117.94117647058823,296.9592713210507,711.8597191126896,-475.9773661715132,Normal
2025-03-25 20:00:00,46,20,1,42.588235294117645,4.730999148295893,52.05023359070943,33.12623699752586,Normal
2025-03-25 21:00:00,32,21,1,33.294117647058826,2.6164075055874076,38.52693265823364,28.06130263588401,Normal
2025-03-25 22:00:00,30,22,1,30.764705882352942,2.7048431508293116,36.174392184011566,25.355019580694318,Normal
2025-03-25 23:00:00,31,23,1,31.0,2.2211108331943574,35.44222166638872,26.557778333611285,Normal
2025-03-26 00:00:00,29,0,2,30.375,2.7537852736430515,35.8825705472861,24.867429452713896,Normal
2025-03-26 01:00:00,30,1,2,30.75,2.9776948578836393,36.70538971576728,24.79461028423272,Normal
2025-03-26 02:00:00,32,2,2,32.0,3.5856858280031796,39.17137165600636,24.828628343993643,Normal
2025-03-26 03:00:00,31,3,2,32.1875,3.3509948771471856,38.889489754294374,25.48551024570563,Normal
2025-03-26 04:00:00,31,4,2,31.125,2.986078811194819,37.09715762238964,25.152842377610362,Normal
2025-03-26 05:00:00,31,5,2,31.125,3.2223180062391936,37.569636012478384,24.680363987521613,Normal
2025-03-26 06:00:00,30,6,2,31.625,2.362907813126304,36.35081562625261,26.899184373747392,Normal
2025-03-26 07:00:00,39,7,2,38.5625,3.9994791327538306,46.56145826550766,30.56354173449234,Normal
2025-03-26 08:00:00,50,8,2,48.0,7.097534783289195,62.19506956657839,33.80493043342161,Normal
2025-03-26 09:00:00,54,9,2,48.35294117647059,6.363383302836906,61.079707782144396,35.62617457079678,Normal
2025-03-26 10:00:00,52,10,2,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-26 11:00:00,58,11,2,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-26 12:00:00,52,12,2,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-26 13:00:00,55,13,2,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
